TS_LOAD,SYS_DESC,VEH_SER_NO,OPR_NAME
8-Mar-17,STVMS Tracking Chassis Start,EBL860,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,AHN391,Chassis Start
8-Mar-17,Cab call scan,LED479,A Line
8-Mar-17,U-BOLT,AYO527,Rear U-Bolt
8-Mar-17,Cab Call Scan,YBJ023,B Line
8-Mar-17,STVMS Tracking Top Station,FHU982,Top Station
8-Mar-17,Cab Conveyor / Monorail,YCU023,Cab Upload
8-Mar-17,STVMS Tracking Chassis Start,TMU402,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,EBM074,Chassis Start
8-Mar-17,Cab Call Scan,HMS840,B Line
8-Mar-17,STVMS Tracking Chassis Start,TBP914,Chassis Start
8-Mar-17,Cab in white conveyer,EUK098,CIW upload
8-Mar-17,Cab Call Scan,RBT219,B Line
8-Mar-17,Paint Inspection,ATG468,PAINT
8-Mar-17,U-BOLT,HQI892,Front U-Bolt
8-Mar-17,Cab Conveyer,QLV652,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,QLV652,Cab Upload
8-Mar-17,Cab call scan,YXF326,A Line
8-Mar-17,Paint Inspection,GZC132,PAINT
8-Mar-17,U-BOLT,HQI892,Rear U-Bolt
8-Mar-17,Assembly Line Tracker,HCS198,Pool 13 Start
8-Mar-17,Hood Conveyor,ATG468,Hood Upload
8-Mar-17,Cab in white conveyer,ZXC042,CIW upload
8-Mar-17,Cab Conveyer,EQD264,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,EQD264,Cab Upload
8-Mar-17,U-BOLT,MAU864,Front U-Bolt
8-Mar-17,Hood Conveyor,GZC132,Hood Upload
8-Mar-17,Assembly Line Tracker,TMU402,Pool 13 Start
8-Mar-17,Cab Call Scan,YKN950,B Line
8-Mar-17,OMT Offline Tracking,EBM074,Enter Offline
8-Mar-17,Cab in white conveyer,IOU412,CIW upload
8-Mar-17,Cab Conveyer,QFW209,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,QFW209,Cab Upload
8-Mar-17,STVMS Tracking Chassis Start,INW067,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,NKM173,Chassis Start
8-Mar-17,Cab in white conveyer,FHU982,CIW upload
8-Mar-17,U-BOLT,NUR218,Front U-Bolt
8-Mar-17,Paint Inspection,GOB710,PAINT
8-Mar-17,Cab call scan,SVP127,A Line
8-Mar-17,Cab Conveyer,SZP362,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,SZP362,Cab Upload
8-Mar-17,OMT Offline Tracking,XPR275,Enter Offline
8-Mar-17,OMT Offline Tracking,EUL768,Enter Offline
8-Mar-17,STVMS Tracking Chassis Start,JOM027,Chassis Start
8-Mar-17,Cab Conveyer,TUQ327,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,TUQ327,Cab Upload
8-Mar-17,U-BOLT,XWK825,Front U-Bolt
8-Mar-17,U-BOLT,XWK825,Rear U-Bolt
8-Mar-17,Cab Call Scan,IFP328,B Line
8-Mar-17,U-BOLT,XWK825,Rear U-Bolt
8-Mar-17,STVMS Tracking Chassis Start,AJF195,Chassis Start
8-Mar-17,OMT Offline Tracking,GYI954,Enter Offline
8-Mar-17,Cab call scan,DKW659,A Line
8-Mar-17,U-BOLT,KSP816,Front U-Bolt
8-Mar-17,U-BOLT,KSP816,Rear U-Bolt
8-Mar-17,Assembly Line Tracker,DZV145,Pool 13 Start
8-Mar-17,OMT Offline Tracking,YTP390,Enter Offline
8-Mar-17,OMT Offline Tracking,YTP390,Sold
8-Mar-17,U-BOLT,OTX594,Rear U-Bolt
8-Mar-17,Assembly Line Tracker,PMG926,Pool 13 Start
8-Mar-17,Assembly Line Tracker,UBZ174,Pool 13 Start
8-Mar-17,Assembly Line Tracker,GOB710,Pool 13 Start
8-Mar-17,Cab in white conveyer,YCR723,CIW upload
8-Mar-17,Hood Conveyor,PMG926,Hood Upload
8-Mar-17,Hood Conveyor,UBZ174,Hood Upload
8-Mar-17,Cab Conveyer,SVP127,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,SVP127,Cab Upload
8-Mar-17,Cab in white conveyer,EBL860,CIW upload
8-Mar-17,Cab Conveyer,ELJ539,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,ELJ539,Cab Upload
8-Mar-17,Cab in white conveyer,AHN391,CIW upload
8-Mar-17,Paint Inspection,QDR380,PAINT
8-Mar-17,U-BOLT,OTX594,Front U-Bolt
8-Mar-17,Cab in white conveyer,KFN372,CIW upload
8-Mar-17,STVMS Tracking Chassis Start,DZV145,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,UBZ174,Chassis Start
8-Mar-17,Cab call scan,LEA891,A Line
8-Mar-17,Cab Conveyer,DKW659,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,DKW659,Cab Upload
8-Mar-17,Paint Inspection,ZPW452,PAINT
8-Mar-17,OMT Offline Tracking,WXK853,Enter Offline
8-Mar-17,U-BOLT,LVP764,Front U-Bolt
8-Mar-17,Cab Call Scan,JPU485,B Line
8-Mar-17,Cab in white conveyer,DPH631,CIW upload
8-Mar-17,Paint Inspection,CSW718,PAINT
8-Mar-17,Paint Inspection,USH564,PAINT
8-Mar-17,STVMS Tracking Chassis Start,PMG926,Chassis Start
8-Mar-17,U-BOLT,JBQ468,Front U-Bolt
8-Mar-17,U-BOLT,JBQ468,Rear U-Bolt
8-Mar-17,STVMS Tracking Chassis Start,GOB710,Chassis Start
8-Mar-17,OMT Offline Tracking,IXM739,Enter Offline
8-Mar-17,Hood Conveyor,QDR380,Hood Upload
8-Mar-17,Paint Inspection,MHU637,PAINT
8-Mar-17,U-BOLT,TPJ583,Front U-Bolt
8-Mar-17,Cab call scan,OSR174,A Line
8-Mar-17,Cab in white conveyer,MPO083,CIW upload
8-Mar-17,U-BOLT,TPJ583,Rear U-Bolt
8-Mar-17,Hood Conveyor,GOB710,Hood Upload
8-Mar-17,STVMS Tracking Chassis Start,QDR380,Chassis Start
8-Mar-17,Cab Conveyer,IFP328,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,IFP328,Cab Upload
8-Mar-17,OMT Offline Tracking,SOU593,Enter Offline
8-Mar-17,Assembly Line Tracker,QDR380,Pool 13 Start
8-Mar-17,OMT Offline Tracking,HMJ710,Enter Offline
8-Mar-17,OMT Offline Tracking,HMJ710,Sold
8-Mar-17,Cab Call Scan,SIW958,B Line
8-Mar-17,STVMS Tracking Top Station,ZPW452,Top Station
8-Mar-17,STVMS Tracking Top Station,MHU637,Top Station
8-Mar-17,STVMS Tracking Top Station,USH564,Top Station
8-Mar-17,STVMS Tracking Top Station,DZO637,Top Station
8-Mar-17,STVMS Tracking Top Station,CJQ075,Top Station
8-Mar-17,STVMS Tracking Top Station,LOF143,Top Station
8-Mar-17,STVMS Tracking Top Station,RQJ940,Top Station
8-Mar-17,STVMS Tracking Top Station,JCM567,Top Station
8-Mar-17,STVMS Tracking Top Station,GFM783,Top Station
8-Mar-17,U-BOLT,QVP853,Rear U-Bolt
8-Mar-17,Cab Call Scan,USD901,B Line
8-Mar-17,U-BOLT,QVP853,Front U-Bolt
8-Mar-17,Assembly Line Tracker,GFM783,Pool 60 Start
8-Mar-17,Assembly Line Tracker,JCM567,Pool 60 Start
8-Mar-17,STVMS Tracking Top Station,ZIQ738,Top Station
8-Mar-17,OMT Offline Tracking,LVP764,Enter Offline
8-Mar-17,U-BOLT,YGL283,Rear U-Bolt
8-Mar-17,Assembly Line Tracker,ZIQ738,Pool 60 Start
8-Mar-17,Assembly Line Tracker,EZQ530,Pool 13 Start
8-Mar-17,Cab Conveyer,JCM567,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,JCM567,Cab Upload
8-Mar-17,Cab call scan,SNI285,A Line
8-Mar-17,Hood Conveyor,ARS065,Hood Upload
8-Mar-17,STVMS Tracking Top Station,THO850,Top Station
8-Mar-17,OMT Offline Tracking,QVP853,Enter Offline
8-Mar-17,Paint Inspection,SYA283,PAINT
8-Mar-17,Hood Conveyor,TZO690,Hood Upload
8-Mar-17,Cab Conveyor / Monorail,GFM783,Cab Upload
8-Mar-17,Cab Conveyer,GFM783,Cab Upload 2
8-Mar-17,Assembly Line Tracker,THO850,Pool 60 Start
8-Mar-17,Cab in white conveyer,TBP914,CIW upload
8-Mar-17,Cab Call Scan,ZDI213,B Line
8-Mar-17,U-BOLT,RHX208,Rear U-Bolt
8-Mar-17,Paint Inspection,VFR160,PAINT
8-Mar-17,STVMS Tracking Chassis Start,TZO690,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,QBR938,Chassis Start
8-Mar-17,Hood Conveyor,LED479,Hood Upload
8-Mar-17,Assembly Line Tracker,TZO690,Pool 13 Start
8-Mar-17,Assembly Line Tracker,ARS065,Pool 13 Start
8-Mar-17,Cab in white conveyer,XJI184,CIW upload
8-Mar-17,U-BOLT,WRT608,Front U-Bolt
8-Mar-17,Paint Inspection,PVZ436,PAINT
8-Mar-17,Hood Conveyor,YBJ023,Hood Upload
8-Mar-17,STVMS Tracking Top Station,EZQ530,Top Station
8-Mar-17,Cab Conveyer,EUZ386,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,EUZ386,Cab Upload
8-Mar-17,Assembly Line Tracker,EZQ530,Pool 60 Start
8-Mar-17,Cab call scan,WQB451,A Line
8-Mar-17,Paint Inspection,ZKY831,PAINT
8-Mar-17,Hood Conveyor,DPL397,Hood Upload
8-Mar-17,Cab in white conveyer,BJM584,CIW upload
8-Mar-17,Cab Conveyer,TMZ629,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,TMZ629,Cab Upload
8-Mar-17,U-BOLT,NUX358,Front U-Bolt
8-Mar-17,OMT Offline Tracking,XLW275,Enter Offline
8-Mar-17,STVMS Tracking Top Station,ARS065,Top Station
8-Mar-17,OMT Offline Tracking,TPJ583,Enter Offline
8-Mar-17,OMT Offline Tracking,TPJ583,Sold
8-Mar-17,Assembly Line Tracker,ARS065,Pool 60 Start
8-Mar-17,Assembly Line Tracker,LED479,Pool 13 Start
8-Mar-17,Assembly Line Tracker,QBR938,Pool 13 Start
8-Mar-17,Cab Call Scan,KMA503,B Line
8-Mar-17,Paint Inspection,JKZ317,PAINT
8-Mar-17,STVMS Tracking Top Station,TZO690,Top Station
8-Mar-17,Cab in white conveyer,JIM476,CIW upload
8-Mar-17,Assembly Line Tracker,TZO690,Pool 60 Start
8-Mar-17,Hood Conveyor,UWT728,Hood Upload
8-Mar-17,Paint Inspection,KNR831,PAINT
8-Mar-17,Cab Conveyer,PMN417,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,PMN417,Cab Upload
8-Mar-17,STVMS Tracking Top Station,QBR938,Top Station
8-Mar-17,Assembly Line Tracker,QBR938,Pool 60 Start
8-Mar-17,Paint Inspection,AYO527,PAINT
8-Mar-17,OMT Offline Tracking,YHB831,Enter Offline
8-Mar-17,Cab call scan,KSX968,A Line
8-Mar-17,Cab in white conveyer,AIW532,CIW upload
8-Mar-17,Cab Conveyer,SNI285,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,SNI285,Cab Upload
8-Mar-17,OMT Offline Tracking,INW067,Enter Offline
8-Mar-17,STVMS Tracking Chassis Start,LED479,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,YBJ023,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,DPL397,Chassis Start
8-Mar-17,Cab Call Scan,TFX540,B Line
8-Mar-17,Hood Conveyor,ICB356,Hood Upload
8-Mar-17,Cab in white conveyer,YRW680,CIW upload
8-Mar-17,U-BOLT,GDR742,Front U-Bolt
8-Mar-17,Cab Conveyer,ZDI213,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,ZDI213,Cab Upload
8-Mar-17,STVMS Tracking Top Station,LED479,Top Station
8-Mar-17,U-BOLT,GDR742,Rear U-Bolt
8-Mar-17,Assembly Line Tracker,LED479,Pool 60 Start
8-Mar-17,Paint Inspection,SYV137,PAINT
8-Mar-17,Hood Conveyor,MPE786,Hood Upload
8-Mar-17,OMT Offline Tracking,WTB963,Enter Offline
8-Mar-17,Cab in white conveyer,TEK452,CIW upload
8-Mar-17,U-BOLT,SPA495,Front U-Bolt
8-Mar-17,Hood Conveyor,JBC439,Hood Upload
8-Mar-17,Cab call scan,XFN395,A Line
8-Mar-17,STVMS Tracking Top Station,YBJ023,Top Station
8-Mar-17,Paint Inspection,LGO801,PAINT
8-Mar-17,Cab Conveyer,WQB451,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,WQB451,Cab Upload
8-Mar-17,U-BOLT,SPA495,Rear U-Bolt
8-Mar-17,STVMS Tracking Chassis Start,UWT728,Chassis Start
8-Mar-17,Assembly Line Tracker,YBJ023,Pool 60 Start
8-Mar-17,Assembly Line Tracker,UWT728,Pool 13 Start
8-Mar-17,Assembly Line Tracker,DPL397,Pool 13 Start
8-Mar-17,Assembly Line Tracker,YBJ023,Pool 13 Start
8-Mar-17,OMT Offline Tracking,JOM027,Enter Offline
8-Mar-17,U-BOLT,RAI572,Front U-Bolt
8-Mar-17,Paint Inspection,ZVI392,PAINT
8-Mar-17,STVMS Tracking Top Station,DPL397,Top Station
8-Mar-17,Assembly Line Tracker,DPL397,Pool 60 Start
8-Mar-17,OMT Offline Tracking,NKM173,Enter Offline
8-Mar-17,Cab Conveyer,KMA503,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,KMA503,Cab Upload
8-Mar-17,Paint Inspection,FTI824,PAINT
8-Mar-17,Cab call scan,TEP325,A Line
8-Mar-17,U-BOLT,LTV094,Front U-Bolt
8-Mar-17,Cab Call Scan,TRL028,B Line
8-Mar-17,U-BOLT,LTV094,Rear U-Bolt
8-Mar-17,STVMS Tracking Chassis Start,ICB356,Chassis Start
8-Mar-17,Cab Conveyer,KSX968,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,KSX968,Cab Upload
8-Mar-17,STVMS Tracking Chassis Start,MPE786,Chassis Start
8-Mar-17,OMT Offline Tracking,AJF195,Enter Offline
8-Mar-17,Assembly Line Tracker,ICB356,Pool 13 Start
8-Mar-17,U-BOLT,YAP829,Rear U-Bolt
8-Mar-17,U-BOLT,YAP829,Front U-Bolt
8-Mar-17,STVMS Tracking Chassis Start,JBC439,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,GSF615,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,OWH831,Chassis Start
8-Mar-17,Cab Call Scan,NKE126,B Line
8-Mar-17,OMT Offline Tracking,DZV145,Enter Offline
8-Mar-17,OMT Offline Tracking,UBZ174,Enter Offline
8-Mar-17,Assembly Line Tracker,MPE786,Pool 13 Start
8-Mar-17,U-BOLT,ZIQ738,Front U-Bolt
8-Mar-17,U-BOLT,ZIQ738,Rear U-Bolt
8-Mar-17,Assembly Line Tracker,JBC439,Pool 13 Start
8-Mar-17,Assembly Line Tracker,GSF615,Pool 13 Start
8-Mar-17,Hood Conveyor,GSF615,Hood Upload
8-Mar-17,STVMS Tracking Top Station,UWT728,Top Station
8-Mar-17,Hood Conveyor,OWH831,Hood Upload
8-Mar-17,Cab call scan,FMU279,A Line
8-Mar-17,Assembly Line Tracker,UWT728,Pool 60 Start
8-Mar-17,Cab Conveyer,TFX540,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,TFX540,Cab Upload
8-Mar-17,Hood Conveyor,QPC953,Hood Upload
8-Mar-17,Paint Inspection,VCM016,PAINT
8-Mar-17,STVMS Tracking Top Station,ICB356,Top Station
8-Mar-17,STVMS Tracking Top Station,MPE786,Top Station
8-Mar-17,Cab in white conveyer,YBP783,CIW upload
8-Mar-17,Assembly Line Tracker,MPE786,Pool 60 Start
8-Mar-17,Assembly Line Tracker,ICB356,Pool 60 Start
8-Mar-17,Hood Conveyor,SYA283,Hood Upload
8-Mar-17,Cab Conveyer,XFN395,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,XFN395,Cab Upload
8-Mar-17,Paint Inspection,PJL425,PAINT
8-Mar-17,Cab Conveyer,TRL028,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,TRL028,Cab Upload
8-Mar-17,Cab Call Scan,QMA357,B Line
8-Mar-17,U-BOLT,THO850,Rear U-Bolt
8-Mar-17,OMT Offline Tracking,GOB710,Enter Offline
8-Mar-17,STVMS Tracking Top Station,JBC439,Top Station
8-Mar-17,Cab call scan,ERC382,A Line
8-Mar-17,Hood Conveyor,PVZ436,Hood Upload
8-Mar-17,U-BOLT,EZQ530,Front U-Bolt
8-Mar-17,Paint Inspection,CMI143,PAINT
8-Mar-17,OMT Offline Tracking,PMG926,Enter Offline
8-Mar-17,Assembly Line Tracker,JBC439,Pool 60 Start
8-Mar-17,STVMS Tracking Chassis Start,QPC953,Chassis Start
8-Mar-17,Cab in white conveyer,ATG468,CIW upload
8-Mar-17,Cab Conveyer,TEP325,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,TEP325,Cab Upload
8-Mar-17,Hood Conveyor,JKZ317,Hood Upload
8-Mar-17,Paint Inspection,IOU412,PAINT
8-Mar-17,STVMS Tracking Top Station,GSF615,Top Station
8-Mar-17,U-BOLT,ARS065,Front U-Bolt
8-Mar-17,OMT Offline Tracking,CSW718,Enter Offline
8-Mar-17,OMT Offline Tracking,EZQ530,Enter Offline
8-Mar-17,Paint Inspection,FTI653,PAINT
8-Mar-17,Cab Conveyer,SYV137,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,SYV137,Cab Upload
8-Mar-17,Hood Conveyor,EPR018,Hood Upload
8-Mar-17,Paint Inspection,ILA012,PAINT
8-Mar-17,Cab call scan,VCM016,A Line
8-Mar-17,Cab in white conveyer,JZP143,CIW upload
8-Mar-17,U-BOLT,TRJ645,Rear U-Bolt
8-Mar-17,OMT Offline Tracking,ARS065,Enter Offline
8-Mar-17,U-BOLT,CSV482,Front U-Bolt
8-Mar-17,Hood Conveyor,DPA037,Hood Upload
8-Mar-17,Cab Conveyer,ZVI392,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,ZVI392,Cab Upload
8-Mar-17,STVMS Tracking Chassis Start,HMS840,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,RBT219,Chassis Start
8-Mar-17,Cab in white conveyer,ZBT013,CIW upload
8-Mar-17,Paint Inspection,WVB317,PAINT
8-Mar-17,Cab Conveyer,LGO801,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,LGO801,Cab Upload
8-Mar-17,U-BOLT,CSV482,Rear U-Bolt
8-Mar-17,OMT Offline Tracking,TZO690,Enter Offline
8-Mar-17,Hood Conveyor,OQS570,Hood Upload
8-Mar-17,U-BOLT,NHZ581,Front U-Bolt
8-Mar-17,Cab in white conveyer,FHL296,CIW upload
8-Mar-17,Cab Call Scan,FHU982,B Line
8-Mar-17,Assembly Line Tracker,ADQ781,Pool 13 Start
8-Mar-17,Assembly Line Tracker,QLV652,Pool 13 Start
8-Mar-17,Cab call scan,IOU412,A Line
8-Mar-17,U-BOLT,YZU059,Front U-Bolt
8-Mar-17,Assembly Line Tracker,GJK683,Pool 13 Start
8-Mar-17,Assembly Line Tracker,EQD264,Pool 13 Start
8-Mar-17,Cab Conveyer,FTI824,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,FTI824,Cab Upload
8-Mar-17,Cab in white conveyer,FCR320,CIW upload
8-Mar-17,Hood Conveyor,FTI653,Hood Upload
8-Mar-17,U-BOLT,YZU059,Rear U-Bolt
8-Mar-17,STVMS Tracking Chassis Start,YXF326,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,YKN950,Chassis Start
8-Mar-17,Hood Conveyor,KUR214,Hood Upload
8-Mar-17,U-BOLT,FZA809,Front U-Bolt
8-Mar-17,OMT Offline Tracking,LED479,Enter Offline
8-Mar-17,OMT Offline Tracking,LED479,Sold
8-Mar-17,Cab call scan,YCR723,A Line
8-Mar-17,OMT Offline Tracking,QBR938,Enter Offline
8-Mar-17,Cab in white conveyer,TJG894,CIW upload
8-Mar-17,Paint Inspection,FQP941,PAINT
8-Mar-17,Hood Conveyor,ILA012,Hood Upload
8-Mar-17,Cab Conveyer,PJL425,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,PJL425,Cab Upload
8-Mar-17,STVMS Tracking Chassis Start,IXT460,Chassis Start
8-Mar-17,Cab Call Scan,AHN391,B Line
8-Mar-17,Hood Conveyor,FQP941,Hood Upload
8-Mar-17,U-BOLT,APZ612,Front U-Bolt
8-Mar-17,Cab Conveyer,VCM016,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,VCM016,Cab Upload
8-Mar-17,U-BOLT,APZ612,Rear U-Bolt
8-Mar-17,OMT Offline Tracking,YBJ023,Enter Offline
8-Mar-17,Paint Inspection,HQI892,PAINT
8-Mar-17,Cab call scan,EBL860,A Line
8-Mar-17,Assembly Line Tracker,IXT460,Pool 13 Start
8-Mar-17,Assembly Line Tracker,YKN950,Pool 13 Start
8-Mar-17,Assembly Line Tracker,YXF326,Pool 13 Start
8-Mar-17,Assembly Line Tracker,RBT219,Pool 13 Start
8-Mar-17,Assembly Line Tracker,HMS840,Pool 13 Start
8-Mar-17,U-BOLT,YWI795,Front U-Bolt
8-Mar-17,Cab Conveyer,IOU412,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,IOU412,Cab Upload
8-Mar-17,Assembly Line Tracker,DJZ516,Pool 13 Start
8-Mar-17,Paint Inspection,MAU864,PAINT
8-Mar-17,U-BOLT,YWI795,Rear U-Bolt
8-Mar-17,STVMS Tracking Chassis Start,DJZ516,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,SPF970,Chassis Start
8-Mar-17,Cab Conveyer,ALE837,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,ALE837,Cab Upload
8-Mar-17,OMT Offline Tracking,DPL397,Enter Offline
8-Mar-17,Hood Conveyor,HQI892,Hood Upload
8-Mar-17,Cab Call Scan,DPH631,B Line
8-Mar-17,STVMS Tracking Chassis Start,JYZ708,Chassis Start
8-Mar-17,Paint Inspection,WBR310,PAINT
8-Mar-17,OMT Offline Tracking,UWT728,Enter Offline
8-Mar-17,Cab call scan,KFN372,A Line
8-Mar-17,Hood Conveyor,MAU864,Hood Upload
8-Mar-17,Cab in white conveyer,TEN567,CIW upload
8-Mar-17,U-BOLT,QRM025,Front U-Bolt
8-Mar-17,Assembly Line Tracker,KLN307,Pool 13 Start
8-Mar-17,Assembly Line Tracker,JYZ708,Pool 13 Start
8-Mar-17,Assembly Line Tracker,SPF970,Pool 13 Start
8-Mar-17,U-BOLT,QRM025,Rear U-Bolt
8-Mar-17,Hood Conveyor,WBR310,Hood Upload
8-Mar-17,Cab in white conveyer,WBS653,CIW upload
8-Mar-17,Cab Conveyer,FHU982,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,FHU982,Cab Upload
8-Mar-17,U-BOLT,YCU023,Front U-Bolt
8-Mar-17,Cab Call Scan,LER634,B Line
8-Mar-17,OMT Offline Tracking,ICB356,Enter Offline
8-Mar-17,STVMS Tracking Chassis Start,KLN307,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,VFX591,Chassis Start
8-Mar-17,U-BOLT,YCU023,Rear U-Bolt
8-Mar-17,Cab in white conveyer,GIL947,CIW upload
8-Mar-17,Cab Conveyer,YCR723,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,YCR723,Cab Upload
8-Mar-17,Cab call scan,MPO083,A Line
8-Mar-17,U-BOLT,QLV652,Front U-Bolt
8-Mar-17,Paint Inspection,LPU731,PAINT
8-Mar-17,Hood Conveyor,LPU731,Hood Upload
8-Mar-17,Cab in white conveyer,JNM860,CIW upload
8-Mar-17,Cab Conveyer,AHN391,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,AHN391,Cab Upload
8-Mar-17,Assembly Line Tracker,VFX591,Pool 13 Start
8-Mar-17,U-BOLT,QLV652,Rear U-Bolt
8-Mar-17,OMT Offline Tracking,MPE786,Enter Offline
8-Mar-17,Paint Inspection,SFZ186,PAINT
8-Mar-17,STVMS Tracking Chassis Start,EPR018,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,DPA037,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,OQS570,Chassis Start
8-Mar-17,U-BOLT,ADQ781,Front U-Bolt
8-Mar-17,Cab Conveyer,EBL860,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,EBL860,Cab Upload
8-Mar-17,Hood Conveyor,SFZ186,Hood Upload
8-Mar-17,OMT Offline Tracking,OWH831,Enter Offline
8-Mar-17,Cab Call Scan,AGU058,B Line
8-Mar-17,Cab call scan,SPI314,A Line
8-Mar-17,OMT Offline Tracking,JBC439,Enter Offline
8-Mar-17,Paint Inspection,XSZ543,PAINT
8-Mar-17,U-BOLT,EQD264,Front U-Bolt
8-Mar-17,STVMS Tracking Top Station,YCU023,Top Station
8-Mar-17,STVMS Tracking Top Station,FTI824,Top Station
8-Mar-17,STVMS Tracking Top Station,QLV652,Top Station
8-Mar-17,STVMS Tracking Top Station,ADQ781,Top Station
8-Mar-17,STVMS Tracking Top Station,EQD264,Top Station
8-Mar-17,STVMS Tracking Top Station,GJK683,Top Station
8-Mar-17,Assembly Line Tracker,GJK683,Pool 60 Start
8-Mar-17,Assembly Line Tracker,EQD264,Pool 60 Start
8-Mar-17,Assembly Line Tracker,ADQ781,Pool 60 Start
8-Mar-17,Assembly Line Tracker,QLV652,Pool 60 Start
8-Mar-17,Assembly Line Tracker,FTI824,Pool 60 Start
8-Mar-17,STVMS Tracking Top Station,HMS840,Top Station
8-Mar-17,Assembly Line Tracker,YCU023,Pool 60 Start
8-Mar-17,Assembly Line Tracker,HMS840,Pool 60 Start
8-Mar-17,STVMS Tracking Top Station,RBT219,Top Station
8-Mar-17,STVMS Tracking Top Station,YXF326,Top Station
8-Mar-17,STVMS Tracking Top Station,YKN950,Top Station
8-Mar-17,STVMS Tracking Top Station,IXT460,Top Station
8-Mar-17,STVMS Tracking Top Station,DJZ516,Top Station
8-Mar-17,STVMS Tracking Top Station,SPF970,Top Station
8-Mar-17,STVMS Tracking Top Station,JYZ708,Top Station
8-Mar-17,STVMS Tracking Top Station,KLN307,Top Station
8-Mar-17,Assembly Line Tracker,OQS570,Pool 13 Start
8-Mar-17,Assembly Line Tracker,KLN307,Pool 60 Start
8-Mar-17,Assembly Line Tracker,DPA037,Pool 13 Start
8-Mar-17,Assembly Line Tracker,EPR018,Pool 13 Start
8-Mar-17,Assembly Line Tracker,JYZ708,Pool 60 Start
8-Mar-17,Assembly Line Tracker,SPF970,Pool 60 Start
8-Mar-17,Assembly Line Tracker,DJZ516,Pool 60 Start
8-Mar-17,Assembly Line Tracker,IXT460,Pool 60 Start
8-Mar-17,Assembly Line Tracker,YKN950,Pool 60 Start
8-Mar-17,Assembly Line Tracker,YXF326,Pool 60 Start
8-Mar-17,Assembly Line Tracker,RBT219,Pool 60 Start
8-Mar-17,OMT Offline Tracking,QPC953,Enter Offline
8-Mar-17,OMT Offline Tracking,QPC953,Sold
8-Mar-17,U-BOLT,GJK683,Front U-Bolt
8-Mar-17,OMT Offline Tracking,GSF615,Enter Offline
8-Mar-17,U-BOLT,EQD264,Rear U-Bolt
8-Mar-17,Cab Call Scan,QZH295,B Line
8-Mar-17,STVMS Tracking Top Station,GZC132,Top Station
8-Mar-17,STVMS Tracking Top Station,XPQ906,Top Station
8-Mar-17,STVMS Tracking Top Station,FWS327,Top Station
8-Mar-17,STVMS Tracking Top Station,UXJ427,Top Station
8-Mar-17,STVMS Tracking Top Station,CNE620,Top Station
8-Mar-17,STVMS Tracking Top Station,DAJ581,Top Station
