LOC,VEH_SER_NO,INSP_COMT,TS_LOAD,FOUND_INSP_TEAM,RESP_INSP_TEAM,RESP_INSP_OPRUNT
17,ERC382,Bpede but ba.,8-Mar-17,507,,
17,ARS065,Borci bad borci bac.,8-Mar-17,409,,
17,ERC382,Bodio bin ba bjusto ba bnam bac.,8-Mar-17,507,,
17,ERC382,Bquam bve borci btempor bcurae bmus bsit beget ba.,8-Mar-17,507,,
17,ERC382,Bnisi bid ba ba ba ba brutrum binteger ba bac.,8-Mar-17,507,,
17,ERC382,Bquam bmi.,8-Mar-17,507,,
17,OWH831,Bante bet baliquam.,8-Mar-17,409,,
17,ERC382,Berat beu ba ba ba.,8-Mar-17,507,403,400
17,XLW275,Beget bid ba ba ba bac bcurae bdictum.,8-Mar-17,629,,
17,XLW275,Bante bad bdiam ba bnibh ba ba beu bin bsem ba.,8-Mar-17,629,,
17,XLW275,Bquam bat.,8-Mar-17,629,,
17,KSX968,Beros bin bve bquam bnibh bcursus bhac but bac bleo.,8-Mar-17,511,,
17,TZO690,Bnisl bin ba bmus bnullam but blibero ba bnibh.,8-Mar-17,409,,
17,INW067,Bodio bat.,8-Mar-17,517,203,200
17,TZO690,Belit bid bat.,8-Mar-17,409,,
17,RNH842,Benim bin ba but.,8-Mar-17,107,,
17,TZO690,Bante bid ba ba bduis but bat bdiam.,8-Mar-17,409,,
17,QZB271,Benim bve.,8-Mar-17,507,,
17,WXK853,Borci bat bconubia bipsum bamet ba.,8-Mar-17,629,,
17,WXK853,Bnisi but ba berat brutrum ba ba bquam ba.,8-Mar-17,629,,
17,WXK853,Bcras bid ba ba.,8-Mar-17,629,,
17,WXK853,Borci bve ba bac bsem bad biaculis.,8-Mar-17,629,,
17,WXK853,Beros bad.,8-Mar-17,629,,
17,WXK853,Bnunc bat ba bhac ba bmetus beros bmus ba.,8-Mar-17,629,,
17,WXK853,Burna bid ba ba bmattis ba ba.,8-Mar-17,629,,
17,LTV094,Borci bid bad barcu bturpis ba.,8-Mar-17,413,,
17,LTV094,Bpede but ba ba bin ba ba badipiscing bamet bmetus.,8-Mar-17,413,,
17,AJF195,Berat bve bpede bvarius bnon bnec ba ba bporta bleo.,8-Mar-17,517,,
17,WXK853,Borci bac.,8-Mar-17,629,,
17,QVP853,Belit bmi ba ba bcongue bcum bat bdui bfaucibus beu bcongue bsemper bsodales.,8-Mar-17,517,,
17,QZB271,Benim bat ba ba bid bad bvel beni belit ba ba bin bdiam bnec ba.,8-Mar-17,507,,
17,QZB271,Bquis bet beu ba belit ba bmi.,8-Mar-17,507,,
17,EUZ386,Bante bid blacinia ba bconsectetuer bante beni.,8-Mar-17,517,,
17,RNH842,Bnisl bid.,8-Mar-17,107,,
17,RNH842,Bdiam bad ba ba bphasellus bproin bid.,8-Mar-17,107,,
17,QZB271,Berat bid ba bsed bcurae.,8-Mar-17,507,,
17,QBR938,Bquis but ba ba ba ba bid bnibh.,8-Mar-17,409,,
17,TFX540,Burna bad ba beuismod ba bnetus bat bve beni.,8-Mar-17,513,,
17,TFX540,Bnisi bmi ba ba ba ba bconvallis bsit bve bamet ba ba bnonummy.,8-Mar-17,513,,
17,TPJ583,Bnibh bad ba blectus beni bsed bet.,8-Mar-17,629,,
17,TPJ583,Bquis bmi ba bad bligula bpurus ba bsed btaciti ba.,8-Mar-17,629,,
17,RNH842,Belit bet ba bmattis.,8-Mar-17,107,,
17,TFX540,Bnibh bat bin bneque ba ba bve bsapien.,8-Mar-17,513,,
17,TPJ583,Bnisi bin bat bcum.,8-Mar-17,629,,
17,RNH842,Bnunc bat bad beu ba bad ba.,8-Mar-17,107,,
17,TFX540,Berat bad ba ba bnibh.,8-Mar-17,513,,
17,PVZ436,Bnisl bin bodio ba bvelit.,8-Mar-17,409,,
17,YAP829,Beros beu.,8-Mar-17,209,,
17,USH564,Bquam bid ba ba ba bjusto.,8-Mar-17,515,,
17,RNH842,Bdiam bet bin bcurae.,8-Mar-17,107,,
17,NUR218,Barcu bin ba ba bnam beu ba ba brisus ba.,8-Mar-17,629,,
17,NUR218,Barcu beu bmi ba ba.,8-Mar-17,629,,
17,NUR218,Bcras but.,8-Mar-17,629,,
17,PMN417,Bduis bid ba bsem best but ba.,8-Mar-17,517,,
17,TYA561,Bnisi bid ba bneque bac brutrum bcum bporta bpraesent.,8-Mar-17,607,,
17,TYA561,Bante bid bmi beu beni.,8-Mar-17,607,,
17,RNH842,Bnisi but ba bsem bpurus bmetus bodio bcras bleo.,8-Mar-17,107,,
17,PMN417,Bcras bat ba ba ba ba ba.,8-Mar-17,517,,
17,NUR218,Beget bet ba bad btaciti ba bturpis.,8-Mar-17,629,,
17,USH564,Bnisi bmi ba bdictum best ba bper ba bmi.,8-Mar-17,515,,
17,LED479,Bpede bat ba ba binterdum ba bper beu bat bid bamet bmi ba ba ba ba.,8-Mar-17,409,,
17,ZIQ738,Burna beu.,8-Mar-17,413,,
17,TYA561,Bpede but.,8-Mar-17,607,,
17,LED479,Benim bac ba bdiam bin ba.,8-Mar-17,409,,
17,TYA561,Bnisl bad ba ba bin ba bat bcum bjusto brutrum ba bsollicitudin bleo.,8-Mar-17,607,,
17,ZIQ738,Bnunc but ba ba bprimis bnec.,8-Mar-17,209,,
17,SNI285,Bnibh bid.,8-Mar-17,515,413,400
17,QZB271,Bpede bin ba.,8-Mar-17,507,401,400
17,TRL028,Beget bve ba beni bquam ba ba.,8-Mar-17,513,,
17,RHX208,Bpede bac ba ba ba ba bad bfusce bnostra ba ba baugue ba.,8-Mar-17,507,,
17,RHX208,Burna bmi ba btaciti bpretium ba bcubilia baliquet.,8-Mar-17,507,,
17,RHX208,Bpede beu ba ba ba ba ba bve beros ba ba ba bduis bat.,8-Mar-17,507,,
17,RHX208,Belit bin bad ba ba bid ba ba ba ba bproin.,8-Mar-17,507,,
17,RHX208,Bpede bmi ba ba ba bsociis ba baugue beros bnam bdui.,8-Mar-17,507,,
17,RHX208,Belit bac.,8-Mar-17,507,,
17,RHX208,Beget bad bac belit brisus.,8-Mar-17,507,,
17,XFN395,Barcu bve bduis borci blibero bdui bvitae bturpis ba.,8-Mar-17,511,,
17,RHX208,Barcu bad ba bdis ba baptent ba.,8-Mar-17,507,,
17,RHX208,Burna bat ba ba ba bad.,8-Mar-17,507,,
17,RHX208,Bnisl bmi ba.,8-Mar-17,507,,
17,TRL028,Bante bve bmi bleo bligula ba bpraesent ba bcum borci beget ba ba bamet ba bnam.,8-Mar-17,513,,
17,GSF615,Bnisl bid ba bat.,8-Mar-17,205,,
17,RHX208,Bpede bac ba btellus ba bcum bmus but belit beu ba but ba ba ba ba.,8-Mar-17,507,401,400
17,TRL028,Benim beu ba bneque bprimis.,8-Mar-17,513,,
17,TEP325,Belit beu bet ba bper bin bquam bcursus bmassa bfames.,8-Mar-17,511,,
17,DPL397,Borci beu.,8-Mar-17,409,,
17,DPL397,Bnibh bad ba bnisl ba ba ba ba ba.,8-Mar-17,409,,
17,KAH129,Bnisi bat ba ba ba ba ba.,8-Mar-17,107,,
17,GPJ498,Bnisi bin ba ba ba bmi.,8-Mar-17,629,,
17,VFR160,Benim but ba bnec but bdonec beu bnec ba ba beu.,8-Mar-17,409,,
17,TEP325,Bodio bet bsodales ba but bdui ba ba beu bsem.,8-Mar-17,511,,
17,YGL283,Bcras beu bat ba bac ba ba bleo bvitae bligula bipsum ba baccumsan ba.,8-Mar-17,509,,
17,GPJ498,Bnunc bve ba btaciti ba bnec bconsequat bquam bmassa.,8-Mar-17,629,,
17,RQJ940,Bante bin ba bporta ba bduis best bat.,8-Mar-17,629,,
17,EZQ530,Bdiam but ba bsit ba ba bid.,8-Mar-17,413,,
17,EZQ530,Burna beu ba bdui but.,8-Mar-17,413,,
17,EZQ530,Benim beu.,8-Mar-17,413,,
17,EZQ530,Bnibh beu ba.,8-Mar-17,209,,
17,EZQ530,Bquam bat ba beu bnec bid.,8-Mar-17,413,,
17,EZQ530,Beget bet bvivamus baugue bid ba ba bultricies bsem ba ba ba ba.,8-Mar-17,413,,
17,NUX358,Barcu bve bfeugiat bfames.,8-Mar-17,507,,
17,NUX358,Belit but ba bad.,8-Mar-17,507,,
17,CSW718,Beget bin blaoreet bcras ba.,8-Mar-17,515,,
17,EZQ530,Bduis bad ba blitora bcum bjusto bturpis ba ba.,8-Mar-17,413,,
17,NUX358,Bnunc bet bat.,8-Mar-17,507,401,400
17,YDL247,Bcras bad ba bvolutpat.,8-Mar-17,629,,
17,NUX358,Bpede bat ba but beu ba bsed ba baenean ba ba bmus.,8-Mar-17,507,,
17,NUX358,Barcu bac ba ba ba beu belit bpede.,8-Mar-17,507,,
17,NUX358,Borci but ba ba ba ba bsed bin bmorbi bmi bve bsed bplatea bac bante.,8-Mar-17,507,,
17,NUX358,Belit bac ba ba ba bsemper bnon bsit.,8-Mar-17,507,,
17,NUX358,Bamet bve ba.,8-Mar-17,507,,
17,BIP389,Berat bve ba bac ba beu ba bnetus bmagna.,8-Mar-17,509,,
17,KSP816,Belit bid ba ba ba bdictum belementum ba bmollis bsed bid.,8-Mar-17,607,,
17,TUQ327,Bamet bad bante bfames bnibh bve bin ba bvitae.,8-Mar-17,629,,
17,ARS065,Belit bid.,8-Mar-17,209,,
17,KSP816,Bnisl beu ba.,8-Mar-17,607,,
17,TUQ327,Bamet bid ba barcu ba bsit ba bcum bmorbi.,8-Mar-17,629,,
17,KSP816,Bquam but.,8-Mar-17,607,,
17,TUQ327,Bnisi bad ba bet.,8-Mar-17,629,,
17,KSP816,Bduis bat.,8-Mar-17,607,,
17,CSW718,Bante bet bac bcras belit bsapien ba bcum ba berat.,8-Mar-17,515,,
17,ICB356,Bquam bad ba bsem ba begestas bin bdiam.,8-Mar-17,409,,
17,PMG926,Bnunc bad ba bnam ba ba ba.,8-Mar-17,517,,
17,JCM567,Bquam but.,8-Mar-17,629,,
17,QMA357,Bcras bac ba beros ba ba ba bjusto.,8-Mar-17,513,209,200
17,PMG926,Borci bad ba bvitae bet ba bsit ba.,8-Mar-17,517,505,500
17,FMU279,Bamet bet ba.,8-Mar-17,511,,
17,GFM783,Benim but ba ba bnonummy ba brisus benim bsem ba ba.,8-Mar-17,629,,
17,KSX968,Bnisi bve beu ba bquam ba bporta beget.,8-Mar-17,515,,
17,SYA283,Benim bet bante bquis.,8-Mar-17,205,,
17,TZO690,Bduis bin.,8-Mar-17,209,,
17,TZO690,Belit bin ba ba ba bet bsociis ba.,8-Mar-17,209,,
17,TZO690,Bnisi but ba bper bodio bante bhac ba ba.,8-Mar-17,209,,
17,TZO690,Bcras bve bad.,8-Mar-17,209,,
17,KNR831,Bdiam bve ba beni bsem ba bpede brisus bsem bmi bnunc ba bquam bat.,8-Mar-17,409,,
17,PMG926,Borci but.,8-Mar-17,517,203,200
17,KNR831,Bduis bad ba ba bin bdiam bat ba bquam bjusto bnam bac bviverra.,8-Mar-17,409,,
17,ICB356,Bduis bve bnatoque ba but burna.,8-Mar-17,409,,
17,QBR938,Bamet bat ba bat bnetus.,8-Mar-17,209,,
17,RAI572,Bnisl bin.,8-Mar-17,509,,
17,ICB356,Bdiam bat bnisi ba bcongue.,8-Mar-17,409,,
17,JOM027,Bpede bid burna btortor bvitae bve ba ba beu bplatea brutrum bnonummy ba bid baenean bclass ba barcu.,8-Mar-17,629,,
17,ICB356,Berat bid ba binteger bsociis bsuscipit bac.,8-Mar-17,409,,
17,ERC382,Bante bac ba bat ba.,8-Mar-17,511,,
17,JCM567,Beget bet ba but ba beros.,8-Mar-17,515,,
17,RAI572,Bpede bmi bid bin.,8-Mar-17,509,413,400
17,SPA495,Barcu bmi ba.,8-Mar-17,507,403,400
17,SPA495,Bquis bmi ba bquam ba bnon.,8-Mar-17,507,,
17,CJQ075,Burna bat.,8-Mar-17,517,507,500
17,SPA495,Borci bad beu bat bmi bsem bmalesuada.,8-Mar-17,507,,
17,SPA495,Bante bve ba bid blitora bin bauctor.,8-Mar-17,507,,
17,CJQ075,Bnisi bat ba ba ba ba.,8-Mar-17,517,,
17,SPA495,Bnisl bet ba bpede ba ba ba ba ba beu borci ba ba bat best bnon ba ba bcursus.,8-Mar-17,507,,
17,SPA495,Barcu bid ba bac ba ba barcu.,8-Mar-17,507,,
17,MPE786,Borci bat.,8-Mar-17,409,,
17,SPA495,Bdiam bad ba bid.,8-Mar-17,507,,
17,GQV369,Belit bid ba bnulla ba bpellentesque bvel ba bconvallis bclass beu.,8-Mar-17,513,,
17,SPA495,Bquam bve.,8-Mar-17,507,,
17,GQV369,Bodio bac ba ba ba bin bfelis ba bsagittis ba ba berat ba ba bclass ba.,8-Mar-17,513,,
17,SPA495,Bnisi beu.,8-Mar-17,507,,
17,NKM173,Bnibh bmi ba ba bat burna bcum ba bcum btempor.,8-Mar-17,629,,
17,SPA495,Bpede bad ba bad bdignissim bmi ba baugue.,8-Mar-17,507,,
17,GQV369,Bduis bmi ba.,8-Mar-17,513,,
17,GFM783,Bcras but beu bvel ba bmattis belit bet ba.,8-Mar-17,517,507,500
17,YHB831,Beros bid bac.,8-Mar-17,629,,
17,NKM173,Bamet beu ba ba brutrum but bve bin ba ba.,8-Mar-17,629,,
17,NKM173,Bante bad ba beget ba ba bsem bcum.,8-Mar-17,629,,
17,NKM173,Bquam beu ba ba ba ba.,8-Mar-17,629,,
17,SPA495,Bnibh bmi.,8-Mar-17,507,,
17,GOB710,Bduis bat ba bvel bad bnonummy bfacilisi.,8-Mar-17,629,,
17,GOB710,Bquis bet bin ba bnon bnisi bcras bfelis beget ba ba.,8-Mar-17,629,,
17,YHB831,Bante bac.,8-Mar-17,629,,
17,TFX540,Bodio bmi.,8-Mar-17,517,,
17,NKM173,Bnisl beu.,8-Mar-17,629,,
17,GOB710,Burna bid ba ba ba bfelis.,8-Mar-17,629,,
17,YHB831,Bnisi bid ba bante bsed ba ba badipiscing bnunc.,8-Mar-17,629,,
17,GOB710,Bnisl bmi bad bmagna bcommodo bsem ba ba.,8-Mar-17,629,,
17,LED479,Bquis bin ba btaciti bturpis blacinia.,8-Mar-17,413,,
17,TFX540,Barcu bet ba bmi ba bduis.,8-Mar-17,517,,
17,JBC439,Bodio but bnatoque baugue bid.,8-Mar-17,409,,
17,YHB831,Bamet bat bquisque ba bsociis bve btortor bvelit bdui beni bpurus ba borci ba bquam.,8-Mar-17,629,,
17,GQV369,Bnisl bac bet ba ba ba ba blitora ba ba bnisi.,8-Mar-17,513,,
17,YHB831,Bdiam bmi.,8-Mar-17,629,,
17,TPJ583,Benim bve ba blitora bfusce bve.,8-Mar-17,607,,
17,TPJ583,Borci bve ba bdui ba benim ba ba.,8-Mar-17,607,,
17,PMN417,Bdiam bin beu ba bhabitant.,8-Mar-17,629,,
17,KBY534,Bodio bid ba bin ba ba bodio bat ba bodio beu ba.,8-Mar-17,107,,
17,YGL283,Barcu but ba bcum ba beros ba bdui ba ba.,8-Mar-17,513,,
17,LTV094,Bnunc bat ba ba ba ba ba.,8-Mar-17,507,,
17,LTV094,Burna beu ba bve ba ba.,8-Mar-17,507,,
17,LTV094,Beget bmi ba bsed ba ba ba bnam bnatoque baugue beros bante.,8-Mar-17,507,,
17,LTV094,Bante bac.,8-Mar-17,507,,
17,LTV094,Benim but ba ba bleo bmontes.,8-Mar-17,507,,
17,LTV094,Bodio bve bmi bbibendum ba bsem bscelerisque.,8-Mar-17,507,411,400
17,LTV094,Bamet bad ba ba best.,8-Mar-17,507,,
17,TRL028,Burna bid.,8-Mar-17,517,,
17,PVZ436,Belit bet ba ba bin bmi ba ba ba ba ba beni.,8-Mar-17,409,,
17,DPL397,Belit but bmi baugue.,8-Mar-17,209,,
17,TRL028,Beget bve ba ba bodio.,8-Mar-17,517,,
17,THO850,Benim beu ba ba but bmattis ba.,8-Mar-17,509,,
17,TRL028,Bamet bid bet ba bduis ba but.,8-Mar-17,517,,
17,TRL028,Bquam bac ba bet bproin btaciti.,8-Mar-17,517,,
17,JBQ468,Berat beu bin bdonec but bsem beu beuismod bante ba.,8-Mar-17,607,,
17,QPC953,Beros bad ba ba bid bnullam.,8-Mar-17,409,,
17,JBQ468,Bnisi bat ba bet.,8-Mar-17,607,,
17,VCM016,Bdiam bac but ba ba bdapibus ba bmagna bduis.,8-Mar-17,409,,
17,JBQ468,Bodio bin ba bnunc bad ba bnunc.,8-Mar-17,607,,
17,ZIQ738,Borci but ba bmi bve bnisi ba ba ba bid bmus bfelis.,8-Mar-17,507,,
17,RHX208,Bquam bin bat bsem bmetus beleifend bjusto.,8-Mar-17,511,,
17,ZIQ738,Bquis bac borci bcurae bnunc ba ba bac bcras.,8-Mar-17,507,,
17,JBQ468,Benim bat.,8-Mar-17,607,,
17,ZIQ738,Bdiam bad.,8-Mar-17,507,,
17,ZIQ738,Burna bad.,8-Mar-17,507,,
17,YGL283,Bnisl bac ba.,8-Mar-17,513,,
17,TEP325,Bnibh bid.,8-Mar-17,515,511,500
17,ZIQ738,Bnisi bmi.,8-Mar-17,507,,
17,JBQ468,Bpede bve ba ba bvitae bfelis ba bac bsit.,8-Mar-17,607,,
17,JBQ468,Bcras bin beu bdictumst bclass belit ba ba.,8-Mar-17,607,,
17,WRT608,Bdiam bve ba.,8-Mar-17,513,,
17,TMZ629,Bnisl bat.,8-Mar-17,517,503,500
17,TEP325,Bcras bac ba bat bsit bhabitant bat blibero bfames bnam bad bve.,8-Mar-17,515,,
17,UWT728,Beros bmi ba bfames btempus bad bpurus bad borci ba bnatoque bid.,8-Mar-17,209,,
17,TEP325,Barcu bid borci ba ba bhabitasse beni bdis benim.,8-Mar-17,515,,
17,EUZ386,Berat bin ba ba ba bpurus ba.,8-Mar-17,517,505,500
17,THO850,Belit bve.,8-Mar-17,509,,
17,TEP325,Borci bad.,8-Mar-17,515,205,200
17,ZIQ738,Beros bac bat ba ba ba.,8-Mar-17,507,,
17,INW067,Beget bid.,8-Mar-17,629,,
17,ZDI213,Bdiam bve ba beu baugue bmi ba ba ba bdui ba bfusce ba.,8-Mar-17,629,,
17,OAR023,Bduis bmi berat bper bac ba ba ba bdis bdui bac beu bclass.,8-Mar-17,107,,
17,KSX968,Bnunc bve ba ba ba bnam bquis ba bac ba bpotenti ba btellus.,8-Mar-17,629,,
17,KSX968,Bamet bid ba bnetus bet ba bmus ba ba ba ba bluctus bmetus bleo bnon.,8-Mar-17,629,,
17,OAR023,Belit bid bblandit bmagna ba bsit bcursus ba bdictumst ba bnostra blorem ba.,8-Mar-17,107,,
17,BIP389,Berat bat ba ba ba.,8-Mar-17,513,,
17,PVZ436,Bnunc but.,8-Mar-17,409,,
17,INW067,Burna bid ba ba ba bnonummy bdui.,8-Mar-17,629,,
17,ERC382,Bcras beu ba bligula bnec.,8-Mar-17,515,503,500
17,BIP389,Bpede bid ba bad ba ba.,8-Mar-17,513,,
17,BIP389,Bquam bve bet bcum ba ba.,8-Mar-17,513,,
17,OAR023,Bquis bac borci ba.,8-Mar-17,107,,
17,HZD382,Bquis bet ba ba ba beu benim ba bmattis ba ba ba bleo ba.,8-Mar-17,629,,
17,OAR023,Bante bac ba beu.,8-Mar-17,107,,
17,HZD382,Bquam but.,8-Mar-17,629,,
17,BIP389,Bnibh bmi ba bve ba blibero bve but ba ba but ba blibero ba.,8-Mar-17,513,,
17,EZQ530,Barcu bin ba bfacilisi barcu bsuscipit ba.,8-Mar-17,507,,
17,HZD382,Bnisl bmi ba bsapien ba ba ba.,8-Mar-17,629,,
17,EZQ530,Bnibh bat ba ba bviverra.,8-Mar-17,507,,
17,CMI143,Bnunc bin.,8-Mar-17,409,,
17,EZQ530,Bnisi bid ba bnam bcum bac bvitae bposuere btaciti bac bamet ba.,8-Mar-17,507,,
17,EZQ530,Barcu bmi.,8-Mar-17,507,,
17,HZD382,Bamet bat ba bac bnon.,8-Mar-17,629,,
17,EZQ530,Bnibh bet.,8-Mar-17,507,,
17,EZQ530,Bquis bet ba bsit ba bposuere bgravida ba bleo bconsequat berat bat ba.,8-Mar-17,507,,
17,INW067,Bnibh beu ba bnam ba ba.,8-Mar-17,629,,
17,EZQ530,Bpede but ba ba bvarius blorem ba.,8-Mar-17,507,,
17,EZQ530,Barcu beu.,8-Mar-17,507,,
17,INW067,Bnisi bet.,8-Mar-17,629,,
17,QMA357,Bnunc bad bid ba.,8-Mar-17,517,,
17,EZQ530,Beros bad bnonummy ba.,8-Mar-17,507,,
17,JKZ317,Bquam but ba bmi ba bquisque.,8-Mar-17,409,,
17,INW067,Bpede bad ba ba.,8-Mar-17,629,,
17,EZQ530,Bcras bid ba ba ba bnatoque blibero bmolestie bat bcursus.,8-Mar-17,507,,
17,JKZ317,Bnunc bat ba berat bleo bnon ba bnisi bac bve bvitae ba ba bac bnulla.,8-Mar-17,409,,
17,EZQ530,Benim bin.,8-Mar-17,507,,
17,JKZ317,Belit bmi ba bquis ba ba blectus bdui bfelis bmattis bipsum bin.,8-Mar-17,409,,
17,QZB271,Bcras bid ba bin.,8-Mar-17,515,,
17,QZB271,Bdiam bin ba.,8-Mar-17,515,,
17,HZD382,Bcras but ba but bsemper bsagittis brutrum ba bnisi ba.,8-Mar-17,629,,
17,NUX358,Bnisi bve benim borci bullamcorper bmattis but ba ba ba beu ba ba ba.,8-Mar-17,511,,
17,GDR742,Bnibh bmi.,8-Mar-17,513,,
17,TZO690,Bnisl bad ba bipsum borci bcum bmi brisus ba ba.,8-Mar-17,507,,
17,TZO690,Bduis bin bquam bmi baliquam bodio ba betiam bquis bjusto.,8-Mar-17,507,,
17,TZO690,Bnunc bad ba blectus.,8-Mar-17,507,,
17,TZO690,Benim bve bid ba ba blibero ba bvolutpat ba.,8-Mar-17,507,,
17,TZO690,Bquis but bve bsociosqu ba.,8-Mar-17,507,,
17,TZO690,Beget but ba bdis ba beu bleo bad.,8-Mar-17,507,,
17,TZO690,Burna bet.,8-Mar-17,507,,
17,JBC439,Bnisl bve ba beleifend ba ba bcum ba bmorbi bquam bpede bdis ba ba bnon ba ba.,8-Mar-17,413,,
17,TZO690,Bante bat.,8-Mar-17,507,,
17,JBC439,Bante bve ba beuismod blitora bdictumst bdictum ba ba bvel baptent.,8-Mar-17,413,,
17,JBC439,Burna bat ba bnon baenean bin ba bad.,8-Mar-17,413,,
17,VFR160,Bquis bmi ba ba ba ba.,8-Mar-17,409,,
17,VFR160,Bnisl bmi ba bleo ba ba bsem ba bquam.,8-Mar-17,409,,
17,KNR831,Berat bad ba bmauris bpulvinar bplatea ba btellus bdignissim ba bcursus bmassa ba bquam.,8-Mar-17,409,,
17,SYV137,Benim bac.,8-Mar-17,409,,
17,QMA357,Barcu bmi ba ba bper ba bnulla bdui bad bposuere bmagna.,8-Mar-17,517,,
17,QMA357,Bpede bid ba ba bplatea ba bphasellus ba but bridiculus blitora.,8-Mar-17,517,,
17,QMA357,Berat but.,8-Mar-17,517,,
17,QMA357,Benim bad bcras bnisi.,8-Mar-17,517,,
17,ZKY831,Beget bat.,8-Mar-17,409,,
17,QMA357,Bcras bmi.,8-Mar-17,517,,
17,QMA357,Beget bad bid bat bnam bve bquis bid ba beni bet ba bprimis.,8-Mar-17,517,,
17,AJF195,Bnisl bve ba bridiculus bconsectetuer bnunc bnec ba ba bmollis ba bturpis.,8-Mar-17,629,,
17,QMA357,Beros bat ba.,8-Mar-17,517,,
17,CJQ075,Beget bmi ba bante ba ba bat ba ba ba.,8-Mar-17,629,,
17,DVM139,Bamet bve ba ba bin ba beni bsemper ba bvarius ba bsapien but ba beu bluctus bfusce.,8-Mar-17,629,209,200
17,DVM139,Bnunc bad bid bnam.,8-Mar-17,629,,
17,DVM139,Bamet bad.,8-Mar-17,629,,
17,DVM139,Bamet bad ba ba.,8-Mar-17,629,,
17,DVM139,Benim bat ba ba.,8-Mar-17,629,,
17,DVM139,Bamet but.,8-Mar-17,629,,
17,DVM139,Bcras bat ba ba bper ba ba bornare bsed betiam ba bdiam.,8-Mar-17,629,,
17,DVM139,Bnisl bat ba bhac ba but ba.,8-Mar-17,629,,
17,DVM139,Beros bve.,8-Mar-17,629,,
17,DVM139,Beget bat.,8-Mar-17,629,,
17,DVM139,Bamet bmi ba ba ba bquisque ba bat bnam ba bduis bac.,8-Mar-17,629,,
17,DVM139,Bcras bat ba bac ba bfusce ba ba bfames.,8-Mar-17,629,,
17,DVM139,Bante bat ba.,8-Mar-17,629,,
17,UBZ174,Belit bad ba bnetus.,8-Mar-17,629,,
17,UBZ174,Borci beu ba bper.,8-Mar-17,629,,
17,UBZ174,Bquam bve ba bnatoque bhac blacus biaculis.,8-Mar-17,629,,
17,UBZ174,Beros bin ba belit ba ba bnisi ba blaoreet ba beu benim bcras ba bfusce.,8-Mar-17,629,,
17,SNI285,Bamet beu bve bvel ba.,8-Mar-17,517,,
17,SNI285,Bdiam bet bnonummy ba bsed bluctus.,8-Mar-17,517,,
17,SNI285,Bquis bat bin bet bvel ba.,8-Mar-17,517,,
17,SNI285,Burna bve ba bhac bnam bve bturpis.,8-Mar-17,517,,
17,SNI285,Barcu bmi ba bnam borci barcu bligula ba ba ba ba bdui.,8-Mar-17,517,,
17,SNI285,Bduis but.,8-Mar-17,517,,
17,SNI285,Bpede bac bvivamus bfelis bodio beu ba btorquent beros ba blorem benim bquam.,8-Mar-17,517,,
17,SNI285,Benim but.,8-Mar-17,517,,
17,WQB451,Bquam but ba bleo bdiam bligula blacus ba.,8-Mar-17,517,,
17,WQB451,Bquam bin brhoncus bnulla ba bdui bve baenean ba bpenatibus ba.,8-Mar-17,517,,
17,WQB451,Bnibh bat ba bdis bnulla bnisi.,8-Mar-17,517,,
17,WQB451,Beget bac ba bper blectus bdis ba ba bornare bmi.,8-Mar-17,517,,
17,WQB451,Bquis bat ba brutrum bhabitant.,8-Mar-17,517,,
17,WQB451,Borci bat ba bet but bsem ba ba betiam bfames.,8-Mar-17,517,,
17,WQB451,Berat beu ba bleo bhac.,8-Mar-17,517,,
17,WQB451,Burna bve.,8-Mar-17,517,,
17,WQB451,Bpede but ba ba.,8-Mar-17,517,,
17,WQB451,Bamet bve.,8-Mar-17,517,,
17,RQJ940,Bquis bid ba ba bvarius bcurabitur.,8-Mar-17,517,,
17,RQJ940,Bcras but bid ba ba ba bid bvulputate.,8-Mar-17,517,,
17,RQJ940,Bcras bin ba bvehicula bsollicitudin borci ba ba.,8-Mar-17,517,,
17,RQJ940,Bodio beu bmi ba bhac ba burna.,8-Mar-17,517,,
17,ZDI213,Bduis bmi ba bproin ba ba ba bmorbi.,8-Mar-17,517,,
17,ZDI213,Bante bid beu bodio bper ba bplatea bnec bneque.,8-Mar-17,517,,
17,JOM027,Bquam bat ba bdonec baptent ba ba.,9-Mar-17,607,,
17,JOM027,Belit bid bat ba beget.,9-Mar-17,607,,
17,JOM027,Berat bve ba ba bjusto bsollicitudin.,9-Mar-17,607,,
17,JOM027,Berat bac ba beni ba ba bad beget.,9-Mar-17,607,,
17,JOM027,Bnibh bin ba ba belit ba ba ba.,9-Mar-17,607,,
17,HOX076,Belit bet ba bat but ba ba bimperdiet bdonec bac ba bsem.,9-Mar-17,107,,
17,CSW718,Bamet bad ba beu bid bpede.,9-Mar-17,629,,
17,HOX076,Bdiam beu ba bsem bipsum ba brisus bet bin bhac bmus bmi bin bsem beni beu ba.,9-Mar-17,107,,
17,KMA503,Belit beu ba bet ba ba ba bdapibus brutrum ba.,9-Mar-17,555,,
17,HOX076,Beros bmi ba ba ba blibero ba bvolutpat ba bdui bpede.,9-Mar-17,107,,
17,HOX076,Bnunc bmi ba bet btortor ba bcras bat.,9-Mar-17,107,,
17,KMA503,Belit bin ba bquam ba ba bpulvinar bduis.,9-Mar-17,555,,
17,EUZ386,Beros bad bmi bluctus ba brisus.,9-Mar-17,629,,
17,EUZ386,Bnibh bac ba ba bsed bjusto bquam bdui bper.,9-Mar-17,629,,
